Episode,Reward
1,1.5528895423376368
2,1.241406595748178
3,1.495470113722368
4,1.927488555871959
5,0.4868473641656201
6,2.600345018110563
7,1.6279809895362205
8,0.42197674523953255
9,1.8375890687298606
10,1.4064968037937042
11,1.7067438871375555
12,1.6642693355331333
13,2.3592991395333045
14,1.7944113044507044
15,1.352840889922308
16,0.0
17,2.984772415979152
18,1.596069248730568
19,1.5309716698757179
20,1.2733620958178622
21,0.0
22,1.382333321641181
23,2.2643471623029034
24,1.6326258670859441
25,1.9263555286418952
26,0.4401249032970475
27,0.5467087255557175
28,1.7145267661441677
29,2.269412974419374
30,0.0
31,2.5980191109192097
32,2.175823067616683
33,1.1333696960101645
34,0.0
35,2.3076953166283607
36,1.0187899100141045
37,1.4193483252247787
38,1.5612893504281145
39,1.5962374937439714
40,0.3900999500880284
41,1.476682827760312
42,0.7921315831114301
43,0.0
44,1.737227447115383
45,1.5973546257547415
46,0.0
47,1.2214620511592285
48,2.4228684448355455
49,0.34020802511579934
50,0.4868473641656201
51,1.7325276121726474
52,2.111932282877008
53,0.4868473641656201
54,2.3058246443794346
55,0.0
56,2.4837366419393794
57,1.0415301534182762
58,1.2288153496530028
59,0.0
60,1.4064968037937042
61,1.2112177693778683
62,0.2906187842756477
63,1.7268527580627082
64,0.5596451197812831
65,1.9757371787539164
66,1.9311210828976337
67,3.7692212640540204
68,1.846973814827134
69,1.766845088279336
70,1.9185093792825922
71,0.8477658186509118
72,1.8431707267174091
73,0.0
74,1.3386410476151167
75,0.42197674523953255
76,1.1781045252558204
77,0.5898596968020162
78,0.0
79,0.0
80,1.3315837442972398
81,0.19809752858321691
82,0.33219658875062535
83,1.0102215736933366
84,0.0
85,1.8125602180107991
86,0.5050050249091513
87,0.0
88,0.2906187842756477
89,1.5486517504688972
90,1.5277173444985226
91,1.918795086600865
92,0.2906187842756477
93,1.2629009700803167
94,0.672887976471635
95,1.943706314550127
96,2.5203472902523933
97,0.0
98,0.99307984343509
99,1.1178186646821613
100,0.0
101,0.9453219776089843
102,1.6804016509199171
103,0.0
104,1.0187899100141045
105,0.0
106,0.6266951853982106
107,1.0915760694914483
108,0.3900999500880284
109,2.060976021969064
110,1.8426301210531868
111,1.774701047007247
112,0.99307984343509
113,0.5050050249091513
114,1.1109554194710478
115,3.469668372573481
116,1.0026921290478694
117,0.482418436935887
118,1.5279766453576058
119,1.5297911421649473
120,0.482418436935887
121,0.0
122,1.8677407413377243
123,1.495470113722368
124,2.441161770795964
125,1.7351552215727777
126,0.482418436935887
127,0.6281531472259791
128,2.5980338979820368
129,0.9453131024000861
130,1.2754358934842869
131,1.8904665795220494
132,0.4401249032970475
133,0.8357436518320082
134,1.9950092740849186
135,1.990484455425964
136,1.332208455344794
137,0.4401249032970475
138,1.5692443485160312
139,0.29741452030312243
140,1.1109554194710478
141,0.9262533484918714
142,2.6283710517318384
143,0.0
144,1.7145267661441677
145,2.205576157862209
146,0.0
147,2.4846858367372806
148,1.6309434776490765
149,1.5762355915077693
150,0.9453219776089843
151,0.4401249032970475
152,1.6035173390109843
153,1.4561189303913775
