Episode,Cumulative Reward
477,519.4562906074588
478,520.3825439559506
479,520.3825439559506
480,521.6559060517685
481,521.6559060517685
482,523.3726635721166
483,525.2810527447559
484,528.0715514453574
485,529.2894114590176
486,531.1481143005191
487,531.6545719620763
488,531.6545719620763
489,531.6545719620763
490,533.4988340239984
491,533.4988340239984
492,534.0052916855556
493,536.0979492343134
494,536.5803676712493
495,536.5803676712493
496,536.5803676712493
497,537.9743110737866
498,539.8925269447593
499,539.8925269447593
500,541.6527980485882
501,541.6527980485882
502,543.0865456998168
503,543.4267537249326
504,543.9145355634448
505,545.4873745584156
506,545.8275825835314
507,547.6209594535835
508,548.1274171151407
509,548.7172768119427
510,549.1996952488786
511,550.3175139135608
512,552.5472701784707
513,553.596755329977
514,554.0791737669128
515,555.1718848692655
516,557.068909146081
517,558.3422712418989
518,558.3422712418989
519,558.8792998805691
520,559.2114964693197
521,561.2642792754438
522,561.5964758641944
523,562.3344160712822
524,562.8408737328394
525,563.9518291523104
526,564.4396109908226
527,565.4084063750737
528,565.7406029638244
529,565.7406029638244
530,566.0808109889401
531,566.0808109889401
532,567.3210227232709
533,567.9108824200729
534,569.7234426380837
535,571.4471788615697
536,571.4471788615697
537,573.3149196029074
538,574.8458912727831
539,575.4055363925644
540,577.3218805632916
541,578.8224000584877
542,580.7109770033517
543,581.977298770337
544,582.1753962989202
545,582.515604324036
546,583.0830574261495
547,583.5654758630853
548,584.8388379589032
549,586.9964229527051
550,588.5974357655957
551,590.5540814344181
552,590.5540814344181
553,590.8942894595339
554,590.8942894595339
555,590.8942894595339
556,591.4819149948091
557,592.5234451482274
558,594.3645501122858
559,594.6967467010364
560,595.6234376696615
561,597.41211396979
562,598.4118194124785
563,599.8455670637071
564,600.6813107155391
565,601.163729152475
566,601.163729152475
567,602.3851912036342
568,604.8667417658003
569,605.157360550076
570,605.157360550076
571,605.157360550076
572,606.582257622959
573,608.1550966179298
574,608.5451965680178
575,609.846945518584
576,609.846945518584
577,610.9386416044217
578,610.9386416044217
579,612.725866840026
580,614.6380707821044
581,614.6380707821044
582,616.1312101314822
583,617.437059607407
584,618.9375791026031
585,620.2691628469004
586,620.2691628469004
587,620.2691628469004
588,621.7424989720874
589,622.4804391791753
590,622.820647204291
591,623.7260216440928
592,624.1161215941809
593,626.3664358208936
594,626.5645333494767
595,627.0695383743858
596,628.5972557188844
597,629.1647088209979
598,629.1647088209979
599,629.1647088209979
600,630.7893790980976
601,632.1215840034132
602,632.5617089067102
603,633.209625239225
604,633.7770783413386
605,633.7770783413386
606,633.9751758699217
607,635.2901664640493
608,635.2901664640493
609,635.7951714889584
610,636.0925860092616
611,636.4327940343774
612,637.1707342414652
613,639.1408720845885
614,641.0593814638711
615,641.0593814638711
616,641.7313349659961
617,642.0715429911119
618,644.2333006534146
619,644.2333006534146
620,646.2562604794003
621,646.5964685045161
622,646.5964685045161
623,647.0365934078131
624,648.9325817169522
625,650.5444095421437
626,650.5444095421437
627,650.5444095421437
628,650.5444095421437
629,652.9704643893049
630,652.9704643893049
631,654.0937577630594
632,655.1665700649481
633,657.615083796324
634,658.204943493126
635,658.6269202383655
636,660.5354583374825
637,660.8756663625983
638,661.9672424320897
639,662.3074504572055
640,662.874903559319
641,664.4056446858972
642,665.5289380596518
643,667.0016639436765
644,669.2222482760075
645,670.7984159050549
646,672.0058005329848
647,672.0058005329848
648,672.894527386738
649,673.1919419070412
650,673.8648298835128
651,674.3472483204487
652,675.6578102250025
653,677.357771131195
654,677.357771131195
655,679.5865537176462
656,679.5865537176462
657,679.5865537176462
658,679.5865537176462
659,679.5865537176462
660,679.5865537176462
661,680.3403039288571
662,681.3312061348419
663,682.3806912863481
664,683.205854657443
665,685.2188621043282
666,685.5162766246314
667,686.8119891055952
668,687.5353435803222
669,689.372932649052
670,690.809433745524
671,691.1496417706397
672,692.5062779951363
673,692.5062779951363
674,693.179165971608
675,696.526564131523
676,698.6990252950536
677,700.6947952354441
678,701.9352673568457
679,703.4079932408704
680,703.9547019664261
681,705.6289588227603
682,706.4550566682017
683,708.1803046285698
684,708.477719148873
685,708.9601375858089
686,710.3684986503741
687,712.2821605542803
688,713.5109759039333
689,715.938012892766
690,717.7293747452699
691,718.8403301647409
692,719.9090510032581
693,722.3299751474866
694,725.166407539725
695,726.208344262448
696,727.9118643460148
697,728.209278866318
698,728.5494868914337
699,730.1468415171885
700,730.1468415171885
701,730.3449390457716
702,730.6423535660748
703,732.0767808648803
704,732.0767808648803
705,732.0767808648803
706,734.2227291591231
707,735.2914499976404
708,735.8284786363106
709,735.8284786363106
710,736.1686866614264
711,737.8531332930983
712,739.1285780617915
713,740.9749271655711
714,742.234467177131
715,742.234467177131
716,743.7624438224886
717,745.1689406262824
718,745.6513590632183
719,745.9487735835214
720,747.6860010306368
721,749.2678581623086
722,749.5652726826117
723,752.1666236067219
724,754.2844076575016
725,755.6894400879902
726,756.817612702257
727,757.5197807814027
728,757.7178783099858
729,759.6254939543862
730,759.965701979502
731,760.3059100046178
732,762.4083684458983
733,763.0562847784131
734,766.4162768030974
735,768.5465803191655
736,769.6193926210542
737,771.8113076073578
738,773.3984997521607
739,774.0464160846755
740,774.7292924239115
741,777.1906523052706
742,779.1661483293316
743,781.5314717308795
744,782.5213589203494
745,784.0826571459863
746,784.5704389844985
747,786.5448410402107
748,788.5334552129816
749,790.5708435428375
750,791.9098487814069
751,792.2500568065227
752,794.2227686509437
753,796.6566831556501
754,797.602005133259
755,799.7123610675592
756,800.450301274647
757,801.1231892511187
758,802.3971760579841
759,804.1952845574255
760,805.0204479285203
761,807.3008946501091
762,808.3683710216826
763,810.1702361849553
764,810.1702361849553
765,810.1702361849553
766,811.4107083063569
767,813.5081173661638
768,813.5081173661638
769,813.8483253912796
770,816.1495369863699
771,816.347634514953
772,816.5457320435362
773,818.2918327552578
774,819.5651948510757
775,821.9229689880352
776,823.7327638525753
777,824.0729718776911
778,825.5456977617158
779,827.3405671141359
780,827.3405671141359
781,827.8283489526481
782,828.1685569777638
783,828.7530501209084
784,828.7530501209084
785,829.7961866738746
786,830.7958921165631
787,831.1361001416789
788,831.334197670262
789,831.9821140027768
790,831.9821140027768
791,834.0501288102496
792,835.3458412912134
793,835.6860493163292
794,835.6860493163292
795,836.1910543412383
796,837.4505943527982
797,839.1836829916364
798,840.5660163132776
799,841.6893096870322
800,841.6893096870322
801,841.6893096870322
802,841.6893096870322
803,843.6491168719988
804,843.847214400582
805,843.847214400582
806,845.9219531402723
807,847.2760713382459
808,847.2760713382459
809,847.2760713382459
810,847.2760713382459
811,849.1611383823977
812,849.1611383823977
813,849.1611383823977
814,849.8633064615434
815,851.0847685127027
816,853.2361978559084
817,853.2361978559084
818,853.7186162928442
819,855.7467749761691
820,855.7467749761691
821,857.2747516215268
822,857.2747516215268
823,858.8755338911197
824,860.395730618923
825,861.8294782701516
826,861.8294782701516
827,862.1696862952674
828,863.1384816795185
829,863.4358961998216
830,865.003582939386
831,866.5315595847436
832,866.5315595847436
833,867.0139780216795
834,869.0473270041039
835,869.0473270041039
836,869.4374269541919
837,871.0382092237849
838,872.6343732643021
839,874.7572922788729
840,874.7572922788729
841,876.3732438480442
842,878.1514755447095
843,878.9766389158043
844,878.9766389158043
845,878.9766389158043
846,879.4167638191013
847,880.7273257236552
848,882.606023018288
849,883.9118724942128
850,884.2520805193286
851,885.6892489674623
852,886.1716674043981
853,886.4622861886738
854,886.4622861886738
855,886.9024110919709
856,886.9024110919709
857,888.4333827618466
858,888.9158011987824
859,889.2064199830581
860,889.7128776446153
861,890.2499062832856
862,890.5405250675612
863,891.531427273546
864,892.0378849351032
865,893.0066803193542
866,894.1280097647269
867,894.810886103963
868,896.4189185945802
869,896.7095373788559
870,897.2159950404131
871,898.5143231940742
872,899.8126513477354
873,901.7972054498397
874,902.3036631113969
875,902.6438711365126
876,905.0171230114937
877,906.1280784309647
878,907.6767301814336
879,907.6767301814336
880,908.1168550847307
881,908.6046369232429
882,909.0924187617551
883,910.8646294759322
884,911.2866062211717
885,911.7743880596839
886,912.719701162084
887,913.109801112172
888,913.5975829506842
889,914.0844303148499
890,915.7312903353773
891,916.2362953602864
892,916.7427530218436
893,918.2734941484217
894,918.2734941484217
895,918.6137021735375
896,919.8766031436178
897,920.9799850205081
898,920.9799850205081
899,922.3420582165696
900,923.9249761683731
901,923.9249761683731
902,923.9249761683731
903,923.9249761683731
904,925.1654482897746
905,926.6659677849707
906,927.3695885007644
907,927.3695885007644
908,929.1068159478798
909,929.7896922871158
910,929.7896922871158
911,932.2853620222905
912,932.2853620222905
913,932.2853620222905
914,932.6255700474063
915,932.6255700474063
916,932.6255700474063
917,932.6255700474063
918,933.7613054924442
919,934.2677631540014
920,934.9506394932374
921,934.9506394932374
922,935.6739939679644
923,937.0563272896056
924,937.5441091281178
925,938.7729244777709
926,940.3618456533104
927,942.061121316583
928,943.3479800810431
929,943.3479800810431
930,943.8946888065989
931,945.5462102754526
932,947.6130712185083
933,948.2959475577443
934,949.5174096089036
935,950.5276311825969
936,950.5276311825969
937,951.2105075218329
938,952.7833465168037
939,953.2883515417128
940,956.329629768359
941,957.4529231421136
942,959.3450411872648
943,959.5431387158479
944,959.8833467409637
945,960.3657651778996
946,960.3657651778996
947,960.8481836148354
948,962.7793046977331
949,964.4988874933845
950,966.0940222677684
951,966.8112543922467
952,968.5112152984392
953,968.5112152984392
954,970.2984405340435
955,971.6762464923665
956,972.0164545174823
957,972.0164545174823
958,973.7360373131337
959,976.8968343402935
960,977.5447506728083
961,978.8117228479674
962,980.6486194895099
963,982.4154645777892
964,982.9023119419548
965,983.9751242438435
966,984.9477882469165
967,988.0847199171063
968,988.9324857357573
969,990.8490628714056
970,992.7490274054422
971,994.155227561105
972,995.869755899373
973,998.2184479766723
974,998.2184479766723
975,999.0436113477672
976,999.6110644498807
977,1000.9967264055986
978,1002.9463601955903
979,1003.801137738787
980,1006.2965061760201
981,1008.0482917320784
982,1008.3884997571942
983,1011.6185135327781
984,1013.3552970633746
985,1014.5955087977053
986,1014.5955087977053
987,1016.126480467581
988,1017.4463414270119
989,1018.9930149895897
990,1019.3831149396777
991,1021.2069951827854
992,1021.5472032079011
993,1023.432270252053
994,1025.0299657076248
995,1026.3310141189038
996,1028.3004634438425
997,1029.5292787934955
998,1029.5292787934955
999,1029.8694868186112
1000,1031.8206995238133
1001,1033.1079959084066
1002,1035.1045156992207
1003,1035.1045156992207
1004,1035.1045156992207
1005,1036.0307690477125
1006,1037.5920583981406
1007,1037.5920583981406
1008,1037.5920583981406
1009,1039.7761927536092
1010,1039.7761927536092
1011,1040.404345900835
1012,1042.1239286964865
1013,1042.8776789076974
1014,1042.8776789076974
1015,1042.8776789076974
1016,1043.2178869328131
1017,1044.8155823883849
1018,1046.0784833584653
1019,1046.0784833584653
1020,1046.418691383581
1021,1046.8588162868782
1022,1047.8361041521082
1023,1048.9573174691914
1024,1049.782480840286
1025,1050.264899277222
1026,1051.8976262110634
1027,1054.0620830478244
1028,1055.1954527438347
1029,1055.6355776471319
1030,1057.6905115140653
1031,1058.1306364173624
1032,1059.4060723108466
1033,1060.3833601760766
1034,1062.350492743971
1035,1062.856950405528
1036,1064.3343752873527
1037,1065.8348947825486
1038,1065.8348947825486
1039,1066.3413524441057
1040,1067.0647069188326
1041,1067.0647069188326
1042,1068.7223597703887
1043,1069.4395918948671
1044,1070.1568240193455
1045,1070.1568240193455
1046,1072.4341926019383
1047,1072.4341926019383
1048,1074.4581235980843
1049,1074.7555381183874
1050,1076.2808845705918
1051,1076.9090377178177
1052,1079.0640239118968
1053,1079.0640239118968
1054,1080.6126756623657
1055,1081.1191333239228
1056,1082.6045410688407
1057,1083.0869595057766
1058,1083.804191630255
1059,1084.1443996553708
1060,1086.1496702722527
1061,1088.0174110135904
1062,1089.2769510251503
1063,1091.0100396639884
1064,1093.34065450833
1065,1094.6035554784105
1066,1095.2755089805355
1067,1098.3636808792899
1068,1099.639116772774
1069,1100.3599606749647
1070,1100.7001687000804
1071,1102.43865255573
1072,1102.7360670760331
1073,1103.364220223259
1074,1104.8921968686166
1075,1105.684328451728
1076,1105.684328451728
1077,1107.5657266938222
1078,1110.8004799421383
1079,1112.523148832387
1080,1114.9636619051505
1081,1115.9824518151645
1082,1118.2585860238848
1083,1118.7410044608207
1084,1119.1811293641179
1085,1120.4794575177789
1086,1120.4794575177789
1087,1122.7955547454012
1088,1122.7955547454012
1089,1124.1622323072313
1090,1124.8341858093563
1091,1125.3166042462922
1092,1126.8896651309722
1093,1128.4859026247161
1094,1128.968321061652
1095,1129.596474208878
1096,1129.596474208878
1097,1130.0788926458138
1098,1130.0788926458138
1099,1131.0242146234227
1100,1132.2530299730756
1101,1134.260444279843
1102,1136.356139373171
1103,1136.6963473982867
1104,1139.855894185566
1105,1140.5767380877567
1106,1140.5767380877567
1107,1140.5767380877567
1108,1141.6262232392628
1109,1142.252918424661
1110,1142.7407002631733
1111,1144.6529042052516
1112,1146.4471973283505
1113,1146.4471973283505
1114,1146.4471973283505
1115,1147.776491873395
1116,1148.073906393698
1117,1148.3713209140012
1118,1148.3713209140012
1119,1150.5198489945217
1120,1150.5198489945217
1121,1151.568632770759
1122,1152.841994866577
1123,1155.247355637167
1124,1156.3148320087405
1125,1157.5562386044887
1126,1158.7674474986577
1127,1159.2498659355936
1128,1159.5472804558967
1129,1160.8068204674566
1130,1161.3966801642587
1131,1161.8790986011945
1132,1162.8478939854456
1133,1163.1881020105614
1134,1164.2068919205753
1135,1165.575643280072
1136,1165.575643280072
1137,1166.2928754045504
1138,1166.7752938414862
1139,1167.3123224801564
1140,1167.3123224801564
1141,1168.104454063268
1142,1169.818980829412
1143,1170.9131392753723
1144,1172.510493901127
1145,1174.3032664702532
1146,1175.1058975393405
1147,1176.7716188380807
1148,1178.0004341877336
1149,1179.5977888134883
1150,1180.7042459513102
1151,1180.7042459513102
1152,1182.5311805232611
1153,1184.4788000911408
1154,1185.5821819680311
1155,1187.1948137783347
1156,1187.5350218034505
1157,1188.102474905564
1158,1190.0101051173087
1159,1190.0101051173087
1160,1190.0101051173087
1161,1191.051635270727
1162,1191.3918432958428
1163,1192.7983400996366
1164,1192.7983400996366
1165,1192.7983400996366
1166,1192.7983400996366
1167,1194.3945775933805
1168,1195.5055330128516
1169,1197.3599156196221
1170,1198.207681438273
1171,1200.5932800899761
1172,1202.8148106867402
1173,1202.8148106867402
1174,1203.552750893828
1175,1205.2382583456317
1176,1206.7109842296563
1177,1207.5587500483073
1178,1209.156104674062
1179,1210.5360674452036
1180,1211.5548573552176
1181,1212.5736472652316
1182,1214.240550823072
1183,1215.5721345673692
1184,1216.0785922289263
1185,1216.2766897575095
1186,1217.9570914084295
1187,1219.362132714127
1188,1219.6527514984027
1189,1221.148221612125
1190,1221.7358471474004
1191,1221.7358471474004
1192,1223.4585071624401
1193,1225.6180372183394
1194,1226.1004556552753
1195,1227.3633566253557
1196,1228.93104336492
1197,1229.6504293052828
1198,1230.6692192152968
1199,1231.109344118594
1200,1233.5578578499699
1201,1234.1253109520833
1202,1236.105588454417
1203,1238.1617431980224
1204,1239.281498553278
1205,1242.0828504309113
1206,1244.123572180786
1207,1244.123572180786
1208,1244.123572180786
1209,1244.3216697093692
1210,1245.4326251288403
1211,1247.0287891693574
1212,1248.3021512651753
1213,1248.8086089267324
1214,1250.3233405389872
1215,1250.3233405389872
1216,1250.3233405389872
1217,1250.3233405389872
1218,1251.8846387646242
1219,1252.8619266298542
1220,1254.5991540769696
1221,1256.0996735721656
1222,1256.5874554106779
1223,1258.914244415632
1224,1258.914244415632
1225,1261.7331621593016
1226,1263.4476889254458
1227,1265.4737818461117
1228,1266.4925717561257
1229,1266.980353594638
1230,1267.4853586195472
1231,1268.5795170655074
1232,1270.8229982986772
1233,1272.4943644750215
1234,1274.0762216066933
1235,1275.149033908582
1236,1276.4548833845067
1237,1277.5762128298793
1238,1279.600246376339
1239,1280.895958857303
1240,1282.1219287949805
1241,1283.9018366358614
1242,1283.9018366358614
1243,1284.3842550727973
1244,1286.016880939883
1245,1287.4233777436768
1246,1288.2260088127641
1247,1289.744161221924
1248,1292.9259961281828
1249,1292.9259961281828
1250,1294.7350858936643
1251,1296.141582697458
1252,1296.141582697458
1253,1299.6002302509796
1254,1299.9404382760954
1255,1299.9404382760954
1256,1300.4228567130313
1257,1302.2400139979611
1258,1304.346506070649
1259,1305.7836745187826
1260,1306.2056512640222
1261,1306.688069700958
1262,1306.688069700958
1263,1308.6526019481005
1264,1310.5763213816763
1265,1310.5763213816763
1266,1310.916529406792
1267,1310.916529406792
1268,1313.0048174559652
1269,1313.487235892901
1270,1315.02340614471
1271,1315.02340614471
1272,1315.3636141698257
1273,1315.7855909150653
1274,1316.652115430433
1275,1317.7462738763932
1276,1319.8586811799012
1277,1320.0567787084844
1278,1321.5125715448662
1279,1323.5415352214707
1280,1324.9752828726994
1281,1325.7507838215358
1282,1327.0518322328148
1283,1328.8617565772665
1284,1328.8617565772665
1285,1329.8805464872805
1286,1332.4610948516367
1287,1333.3873482001286
1288,1333.3873482001286
1289,1335.0801327065017
1290,1337.1647671372293
1291,1337.3628646658126
1292,1339.517622643095
1293,1341.1405842285158
1294,1342.4001242400757
1295,1344.4935477064341
1296,1344.97596614337
1297,1345.9547990410813
1298,1348.959754379116
1299,1350.6442010107878
1300,1352.1751726806635
1301,1353.5816694844573
1302,1354.0640879213931
1303,1355.3045689180035
1304,1355.6447769431193
1305,1357.8993997151672
1306,1359.613928053435
1307,1360.9197775293599
1308,1361.3417542745995
1309,1361.3417542745995
1310,1362.9379917683434
1311,1363.359968513583
1312,1365.003343564357
1313,1365.5909690996323
1314,1365.5909690996323
1315,1366.1279977383024
1316,1367.7242352320463
1317,1369.7873635766096
1318,1369.7873635766096
1319,1370.7772507660795
1320,1370.7772507660795
1321,1372.289965160374
1322,1374.4905998066913
1323,1376.4582385144508
1324,1376.995267153121
1325,1378.251244112021
1326,1379.223908115094
1327,1381.1492827480185
1328,1382.8101524825906
1329,1383.527384607069
1330,1384.2467705474319
1331,1386.2759180051062
1332,1388.2561066774304
1333,1390.7224632719929
1334,1392.551463606603
1335,1394.0288884884276
1336,1396.1337413085832
1337,1398.5747390165202
1338,1399.0797440414294
1339,1400.7157657937096
1340,1403.6495112856653
1341,1404.3323876249012
1342,1406.0123086805381
